Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/1/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Caribbean small states,CSS,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.19387115,,,,,,,,,,,,,,
Curacao,CUW,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.364115,72.03737335,71.22588109,70.97840321,70.07356565,70.72890955,70.76058421,70.96088563,74.42326843,75.29845935,76.46251767,74.00121103,78.90475686,79.45151086,80.59480462,80.54786599,80.10327009,77.86547671,77.64729042,75.68094317,75.03821197,71.45165065,70.04133459,69.16554134,69.73841157,
Cayman Islands,CYM,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.8190308,116.2290293,117.5073479,117.4998678,115.8494384,112.9850019,116.0290689,118.013816,119.32771,119.3251441,118.456403,117.6957952,116.7850493,121.3995687,124.5318721,116.5710654,113.0725002,113.2021348,113.1146115,
Cyprus,CYP,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.23176218,71.57730388,76.62926881,70.873281,73.83192279,89.2693625,87.40901421,80.05061764,80.45239414,77.75086454,67.56395723,64.81827659,68.31778728,83.4183656,91.71426268,89.90067611,89.07151846,95.004451,102.0430177,95.08894567,92.84460679,97.24541544,90.81574906,91.28378568,90.29980967,73.57638246,68.88534636,69.49640597,72.32634666,65.83625872,66.08162336,69.14981726,59.47244575,61.16721488,61.38120368,64.7051253
Czechia,CZE,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.89422938,24.78790243,28.393081,32.54602614,36.25614382,42.02322155,44.47109986,40.7037377,43.32647485,41.16193027,37.12229664,37.65827893,44.16291778,50.25714488,56.13916062,60.78494745,63.80764397,70.2487028,81.51919844,71.5088496,71.60808975,75.4146013,67.92337632,65.32902358,61.19816934,52.5960872,51.45820737,53.15198848,56.93315897,52.75290475,52.34871231,57.94719726,53.41613649,56.65400842,55.2324549,59.3798693
Germany,DEU,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.988137,111.6312316,122.1377583,116.9699515,118.9457635,134.3483008,126.6072264,109.7263704,107.6636657,101.6877559,87.08650363,83.27482741,86.35518238,101.3520843,108.8607332,108.5743707,106.4447714,114.7286097,120.6609257,113.0761268,106.7558534,109.7889394,101.1444743,102.9004607,102.1533408,86.33363895,83.30641379,84.13673357,86.85306323,80.3497232,80.73453289,83.58390289,72.49429026,75.80276963,75.85993401,80.22688177
Djibouti,DJI,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.65096591,54.71439528,55.17781511,55.66686427,55.72575581,56.6488251,55.99990869,53.47283407,52.55963005,51.4725376,50.76940261,47.32816904,46.75599944,45.42182724,46.20941275
Dominica,DMA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.77058114,71.61030301,73.08623523,73.3071127,77.25782465,76.26444465,77.33855727,77.12599998,78.20615267,79.07083679,75.94100477,75.81672014,76.57311481,70.61487855,70.19804997,66.55308632,65.82455353,64.91831663,64.17934616,69.30579014,69.10979283,69.27516725,68.93666415,69.30738129,67.29745781,68.49237229,67.99968876,64.78042073,61.15044046,59.2434318,54.95562377,52.9851207,49.59630934,48.82582603,48.77866325,48.38189936
Denmark,DNK,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5171283,141.6204174,149.1628204,136.4290782,138.3010722,155.7606561,150.159415,131.7144977,129.2558053,125.4634041,107.2403286,104.4451266,108.4475154,131.2822381,141.2214785,142.8977972,139.3847111,149.9143781,155.8252682,144.1424761,135.008797,139.0741885,130.5855493,130.9550896,130.578486,108.5829097,105.171603,104.0707235,107.1481467,98.03498517,97.29301308,100.0183696,86.28585308,87.88273405,87.7544029,92.49211393
Dominican Republic,DOM,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.84410897,36.15716505,37.54111573,38.49872998,41.13287576,43.30177199,44.00059937,43.58654497,43.73257876,41.57019174,42.64880267,42.87494839,42.8296365,33.57861996,33.24412216,47.20994218,44.41524676,46.72479099,48.55672062,47.91111179,48.71758866,49.8219534,51.06574055,49.43321068,48.2476922,45.93966729,43.97714342,44.00228261,43.80690782,41.39785707,37.55715046,38.66547869,41.0376286,41.1056639,39.43077242,38.50552213
Algeria,DZA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.90721589,25.17954879,25.39327623,26.36267528,22.18570281,20.5513051,21.79024052,21.74569698,20.46485185,19.73735321,20.94443281,19.87002844,19.22052616,21.14066188,24.64198134,26.40096618,28.61827367,31.28491047,37.91040609,31.0255009,34.59375569,40.41231537,41.78042551,41.60932441,41.47702646,33.93162692,32.92927514,33.75437829,33.3442709,32.16442464,29.5313225,28.69971634,31.32773424,31.89431047,32.60162266,32.55632378
East Asia & Pacific (excluding high income),EAP,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06388819,31.08454042,31.69978753,31.78384294,35.79000316,36.88577537,36.76239754,38.67117052,36.79483965,26.73941058,24.13012028,29.86065839,32.78120341,35.7621399,37.05122253,39.00824008,41.13974426,42.8837853,48.42372892,46.79419729,50.39959443,52.75723338,54.9960872,54.08551474,54.12311039,54.939296,54.38260953,52.85397172,51.72707438,49.47022498,47.39949107,44.87394691,42.87792427,42.23292839,43.07409743,42.52207034
"Egypt, Arab Rep.",EGY,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.63869325,17.17325747,17.99246197,19.00758501,19.94315978,21.63845617,22.75305807,24.59090524,24.91049973,24.76682006,25.05895289,22.92257535,19.41400409,17.39645312,15.96964298,16.86782839,18.34968002,20.25688194,23.1508153,25.53614181,27.7794452,28.82301705,28.96869702,28.78329815,30.55048354,30.32999574,30.6650168,21.52953135,20.15292276,22.17186611,23.05110841,24.56736762,24.15716747,18.64492736,17.45892451,15.2732386
Euro area,EMU,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18180381,19.57344242,19.87191804,20.85086296,22.48629231,20.27689272,21.39655159,19.49348046,20.17859166,19.32720633,17.91012573,21.52883529,26.3357861,24.65566349,26.63102093,27.81827619,31.68002145,40.77555985,33.74828219,39.5266211,41.46634469,39.42379799,39.2115643,37.53940888,37.40041047,35.77239003,32.90773729,31.11717853,33.26227594,32.759396,,,,
Spain,ESP,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8731636,102.3519616,108.3837153,89.03137665,86.03080363,94.99292768,94.86995928,82.23227273,80.6081969,78.7832608,68.31213899,66.95708435,70.19107233,85.89104467,95.27993209,95.73374173,92.43203743,100.3559954,106.7565506,100.1909873,96.39696856,99.40356128,89.2897292,89.62140529,87.9944451,73.75375989,71.1344644,71.26469437,74.61246974,67.63092551,69.2484946,69.60071903,58.89279814,60.17324788,60.84136381,64.52102015
Estonia,EST,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19952368,47.24856521,48.37261998,49.05683444,46.15351668,48.43631105,49.22614991,43.19174422,43.67746845,45.79871904,54.85636856,61.32931677,62.5951996,65.35001882,75.42800438,79.83814267,71.80675188,67.84258323,71.21243074,66.94558397,69.38407385,69.99737782,59.64519397,58.42777012,60.42754987,63.62475088,59.18549786,58.84617197,63.17015996,59.00579026,61.9552867,62.36308252,66.05372928
Ethiopia,ETH,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.85186232,72.39831958,60.4046672,43.89001531,32.67095698,33.35585371,32.49619079,31.12423032,29.01896714,26.80097185,25.8004532,23.26708177,21.52585922,23.69943838,23.8730177,25.33879083,27.32786563,30.787773,37.44554157,40.99187475,33.20625638,31.23761111,38.3469649,38.63451382,37.04532697,36.62289937,34.54290372,34.73496834,35.30262095,35.38429208,34.47709167,34.50028261,34.52673124,34.465016,34.44034815,25.7540885
European Union,EUU,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2994869,145.1293927,129.2350677,100.7498699,109.8638589,134.1300381,128.3505048,113.2885122,110.3099688,105.728967,90.86380188,89.80916131,94.38083393,113.3506419,121.0706295,121.8491871,119.6677338,128.0900854,134.1512832,124.9810132,119.4115425,125.007047,116.7224084,120.2420964,120.5229197,100.7158107,97.50654176,97.56570558,100.8235189,92.50531327,91.61692053,93.5002342,81.181415,83.29498808,81.60553425,85.22276322
Fiji,FJI,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7283245,44.99541033,45.9137527,46.88675115,48.74149763,50.26422461,50.88617249,50.22431789,38.77663372,41.16572106,35.48906728,33.50476996,35.46722806,43.21227196,47.04298392,49.85070157,49.00759803,52.84873563,53.52044383,43.94927595,46.13556577,52.97200204,51.94806861,50.76682187,49.4150716,43.44335054,44.75582462,45.4527812,46.0113175,45.01486258,43.11795504,43.95025218,41.71050318,40.43467391,41.52944196,40.65478257
France,FRA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5294543,118.1521916,125.6081784,116.4711605,117.4351371,129.4204232,125.8088216,108.9194201,106.9066044,101.5387603,85.90076984,81.66135081,85.16574519,105.1935049,116.3328544,114.0156483,112.3615298,121.7809527,129.7021008,120.305842,113.3322035,117.1136864,108.474836,107.795771,107.2850736,89.72564176,86.34331318,86.99776411,89.29976479,79.02975081,79.16012977,83.25841276,71.89468437,73.36667142,73.73597882,76.56969135
Faroe Islands,FRO,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6058209,119.650346,120.5110878,122.5137711,108.7995598,112.0073638,113.1087544,98.04938221,104.7073938,105.2664296,106.0973501,101.3577587,100.9607967,101.4444503,89.10947258,90.85358212,90.35927065,
"Micronesia, Fed. Sts.",FSM,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.89158231,88.33687693,88.98608271,89.5440632,89.96473572,89.42884517,89.45678102,88.50366326,90.15363321,88.17878227,87.12618541,86.15205285,84.911946,82.96028033,81.57588795,80.73008505,79.59507832,79.74910718,82.81217229,86.23015038,88.29884376,87.92939602,92.30094791,91.33815454,92.72397418,86.89716086,89.09451125,94.66376924,100.5944471,95.72436573,91.04298141,88.6870916,90.6163877,92.17877541,95.49382286,95.86508066
Gabon,GAB,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.91043652,44.60733866,46.58236271,34.27516547,30.96928286,34.19164746,37.20627545,32.35977753,26.02830664,29.31136071,31.82761539,28.29641703,29.66896122,34.72932742,40.07864408,46.67600425,50.20810888,55.6139654,70.54649723,54.47408514,59.62847764,69.12116577,63.59196386,63.44120611,61.94672424,49.2584421,47.70107381,46.7791272,49.40549671,46.65421835,45.62923095,44.16753796,42.0683572,37.56274836,38.20568213,37.1901448
United Kingdom,GBR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6921165,118.5197531,118.0879256,100.2879424,100.5295378,112.5000789,111.2081123,116.0178454,119.3559126,117.4274389,106.5776971,99.97855189,103.3988309,113.620898,125.9450751,128.658,128.1766329,141.8773509,128.9873162,110.5662876,108.5391561,113.1238271,110.8344266,108.6901435,114.926765,105.8063988,92.97474446,88.10794219,91.74637764,85.47695192,83.77517367,92.00471084,78.04433143,82.12269096,84.88504894,89.1581592
Georgia,GEO,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01663849,28.08071176,29.0741844,29.403818,29.90200911,30.58918641,31.03640446,31.31279302,30.91429708,22.96221334,24.07502775,23.65511975,23.2936274,24.17604618,28.57638686,31.62415248,33.8720433,38.47674004,46.35726024,40.23882472,42.55460981,48.10540977,45.03681326,43.64038993,41.03694171,33.30674781,31.7130346,32.20914118,31.98032714,28.27218583,25.61366477,26.87513271,29.9666695,33.01235756,32.62529793,32.9482868
Ghana,GHA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8052111,54.39804659,49.74917062,43.11892338,37.29103315,41.63984006,41.92583892,39.31817765,40.31836879,39.28159348,23.91384429,23.98615142,26.22236432,30.25710617,32.46698411,35.96206768,38.92212174,43.17204426,44.82613548,38.59507262,43.68208206,45.84832981,41.69518498,44.00738947,35.3427905,33.18531816,38.16502979,38.91513872,39.65181019,36.42881882,36.30470476,37.00621301,30.94056318,31.52209773,30.04836207,37.82872342
Gibraltar,GIB,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.40092087,73.96566812,76.28789946,70.8237201,68.8104741,70.34420131,69.26678808,63.31133771,57.28808472,52.48718206,43.33120015,38.61683003,37.70174102,42.65807511,42.81729815,32.56423987,30.76342764,41.74078597,43.59752924,42.26626268,40.6510906,37.33687606,39.07057264,40.63268705,40.84674501,38.72956205,31.56955815,31.02229756,32.81017179,33.20665218,31.62383902,33.29848609,34.87677563,35.86303114,37.07303995,38.04228553
"Gambia, The",GMB,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98135427,28.32439496,29.12292302,29.19377911,28.21635136,28.84511976,28.39879142,27.84535316,27.05431184,25.99789257,23.15588019,21.25248672,19.13646984,16.68947448,29.98461353,31.80991445,31.82816952,36.50940611,41.14060864,35.59343166,35.33717713,34.42446822,33.54196716,32.58331659,29.37392393,31.12753373,32.29811185,31.5123611,30.57024926,30.48187992,28.46269805,28.14788653,27.26745308,26.82460536,25.03376615,24.8016528
Guinea-Bissau,GNB,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.03602255,76.67313197,65.25734281,65.35052936,61.6703349,62.3632983,58.43151886,53.562466,57.82180027,47.8443404,31.25776932,30.75845781,33.05578456,38.55684936,39.02648033,39.02441378,36.58588793,41.20891388,48.9257111,44.35003622,43.81974476,48.88964268,45.33021937,46.21365488,44.78459077,37.28833755,37.2547363,37.61736691,39.287829,36.09717082,36.19618309,36.73667385,31.64647567,32.63150664,32.27371202,34.12493991
Equatorial Guinea,GNQ,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.42655599,49.71415044,43.81432046,38.93051932,24.20799025,28.39938371,27.43603269,20.5306724,13.74587428,18.07277143,22.39858113,18.7288854,19.08916304,22.59162249,28.29957499,39.18273977,43.31892064,47.41295991,59.66218039,44.52089929,52.43143021,63.13217154,57.67231187,58.41760349,57.21200663,46.55808427,44.76536129,42.36073623,44.00376852,41.35917952,42.14380656,41.2903243,41.8440301,39.9385298,41.02275793,41.00420967
Greece,GRC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.11994841,72.67601421,77.99964247,72.49197384,74.56839888,83.97455508,85.13236127,78.26544365,74.70044967,71.75659668,61.84001641,59.87489387,62.68841761,77.49930506,86.39983784,88.20301449,86.96365344,98.42499182,104.1222805,98.20467763,95.74087138,99.2690984,87.96472665,83.84223245,81.18933268,67.57710163,65.15010342,64.96129934,66.70704215,60.56043645,60.5650629,61.59853464,52.94254681,54.77987997,55.75190261,59.53564755
Grenada,GRD,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.20874169,63.1555093,64.2254392,63.91996622,64.58057734,65.18558107,65.72478075,65.76371462,66.16302106,65.97147124,66.24706516,66.1774094,65.40726108,64.09148277,63.68084202,63.28214765,64.23291065,63.98912604,67.70631512,67.28461381,66.79568112,65.59239935,67.06996699,66.2964039,65.30839831,65.79275655,65.97196154,64.83035176,63.11806043,63.61863348,62.45024557,62.89817669,59.68454835,60.11930867,57.92501122,56.71741154
Greenland,GRL,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.51993742,86.47918635,90.98460973,83.60182151,83.83276508,95.1400524,91.15136882,79.06439742,77.81525508,74.48183671,64.18481534,63.03790763,67.46994824,84.47107425,89.96375058,84.32957672,84.34301541,89.66451161,92.04130987,91.81207559,88.21761596,93.15701225,87.68380958,89.86993346,89.26737293,79.7918769,81.79069423,84.59534464,88.25098843,82.95337476,84.32790062,83.88789146,73.48587327,74.13793893,,
Guatemala,GTM,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3351291,25.62589645,26.52741171,27.22477841,29.18045436,30.74106492,31.36071253,33.5261036,34.42635983,30.87317549,30.68151532,31.89198321,33.59325194,33.89919668,34.97540692,37.30154036,38.14462347,39.41458513,42.94128308,40.95581586,43.0908847,46.70953499,45.28074126,44.72964207,44.78933716,43.58074989,44.12508241,45.23972006,43.76226353,41.9491325,40.90130678,41.54387918,41.18095565,41.84549295,42.73516345,43.41741286
Guam,GUM,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.73235601,35.05311264,34.08970897,37.41959342,40.53494449,43.09332662,44.48315712,43.73684992,42.13341457,39.07023861,39.73172481,37.96410454,37.68929198,38.06208492,38.69269353,40.06312115,40.98737283,44.49165851,47.51918487,47.69830887,49.0731383,49.147485,51.23258525,49.61578698,49.10429704,49.44057947,50.97850475,50.46600268,48.61067096,48.37881038,40.28502906,43.12473361,45.11683394,37.37840188,36.96863485,33.1094181
High income,HIC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.88695139,78.18916274,84.34668956,89.54803804,93.30465135,95.08031443,98.88473783,102.7039279,102.7582961,97.02210374,91.2567971,87.57872466,83.30305624,76.90244911,72.1879009,69.9841163,67.60996378,67.59955449,67.2974213,66.93533229,66.16195389,67.22301275,70.43340496,71.75939729,73.95290852,75.71352292,77.04907661,77.89355128,79.70007796,78.99032979,79.24253266,75.5416428,71.18369283,70.64554588,72.03813535,70.8543561
Honduras,HND,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8503802,105.5533507,105.4842037,92.17006942,68.52552366,61.26499302,50.25502564,46.83059666,45.93624206,42.11330899,42.22596004,42.79984241,41.71935845,40.98542457,40.48716506,40.72150468,41.47772503,43.05949446,45.51583442,48.72144239,50.38732765,53.16110367,52.93455043,50.30128206,48.87564241,46.8714853,44.49043492,42.93107918,43.75066121,43.25596148,42.85504602,44.09408329,44.13737181,44.92403659,45.53054118,45.71430278
Heavily indebted poor countries (HIPC),HPC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.36272304,50.5311611,31.68171154,35.67138591,44.13201984,61.21698264,60.18483539,55.90514645,57.7636146,52.99433874,46.40604382,46.03852422,48.6867228,59.81899633,66.17769373,67.59211289,65.24125928,70.29931907,75.59242512,71.09939909,68.1738471,69.33012229,62.48195192,63.01837215,62.47951508,51.72195344,49.68520949,49.84910732,51.89912665,47.07154642,46.86824098,48.16876106,43.83488911,46.44822314,48.53592801,53.20108096
Haiti,HTI,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.34781527,37.64963001,25.26107529,21.71226289,27.8626274,32.23049192,31.41024964,34.52575,37.26527904,39.9050053,36.82295511,33.58177392,32.07190009,24.83978876,29.41977114,31.96137164,33.103773,37.18861943,40.17900407,41.91894642,44.88932349,45.90445597,48.10255065,47.91564885,47.47442006,46.63595424,40.52294805,41.78128142,46.80615337,41.77270672,41.58073689,58.54778715,53.87557747,51.51669941,65.01844544,85.97407234
Hungary,HUN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.24706834,40.24254232,45.23451195,46.04316457,47.1096472,48.89749254,48.38322545,46.77893315,45.6230501,44.08506623,38.99971224,39.93841616,45.81546967,54.39917577,63.32834663,65.6019165,62.51220685,72.9969672,76.11576502,63.07525142,60.80794572,61.80987093,55.80687815,55.87046291,55.63802524,47.45366543,46.89977042,49.56997036,51.47536845,47.75240487,46.05193833,48.9380376,41.66179922,47.88803737,48.01271265,51.98379113
IBRD only,IBD,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00233729,18.89012853,19.03840684,21.55239856,21.96763476,22.71907647,23.27646681,20.73775678,10.4430849,14.98581781,16.4626996,15.10361278,17.35568132,19.49012838,19.76895193,20.1855367,23.67055318,25.69222318,28.06822319,28.19577576,36.69957887,40.05222744,38.11292489,36.15038214,34.18955264,32.79192686,34.31363488,35.54463786,33.95111265,34.26320268,32.85516381,33.60624014,33.12291307,31.60602407,29.90099654,28.65054088
IDA only,IDX,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.61809294,24.66180393,24.39113242,22.04238914,23.71015995,23.76530305,23.66420809,23.66474234,22.3293789,22.02731237,21.17552719,20.47510315,20.60323051,22.10631723,23.27707466,24.19256679,24.89168635,29.1296769,27.31679342,28.17256274,32.03452394,32.44799375,29.65618055,28.5748664,29.93078252,29.19792904,29.43736535,31.73628073,29.28167373,28.54775928,27.37535339,27.82122579,25.50003131,24.70757755,24.18219969,23.00390862
Not classified,INX,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0987365,97.83622766,103.9602037,92.69880219,93.48374558,101.1318182,101.7299647,99.61891117,96.81540877,97.39939117,87.15457388,86.82653586,92.85505617,113.5694083,123.3026879,125.8654837,122.8536902,131.2383475,138.905059,125.6477192,112.6519783,115.7428888,105.7473582,107.7406541,108.8096611,89.83570544,87.92009666,89.7424375,93.5568696,88.90228456,88.57114039,88.92965254,75.96924546,80.04988468,80.1929195,84.84941679
