Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/1/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
"Iran, Islamic Rep.",IRN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7643748,28.74944493,24.7579628,13.06382163,14.66466433,18.82541535,21.70715712,19.92086818,18.68106803,18.64360771,16.57983351,18.33386841,16.93399537,18.05259689,20.82471643,23.44601978,25.5738682,30.31423041,34.44540519,34.55955628,37.96413536,43.41242135,49.70279364,40.01245321,36.81222872,36.17836891,37.58262623,38.17529351,31.2124094,28.70213512,21.18152817,28.9915942,26.91242289,26.66974995,26.07765252,19.92150099
Iraq,IRQ,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46643165,9.638708487,15.55412652,11.31254033,16.97067861,18.63191876,13.3931591,13.07695123,13.47770262,14.29933728,18.63577565,22.26871402,29.01747404,38.97094109,31.78495374,36.61317341,44.72993248,44.97695356,45.33751373,47.45804768,47.56717598,47.74045999,46.69782793,46.92123242,46.30619572,40.62055696,38.23899263,45.31795254,40.67836208,41.9294035,37.91796556
Iceland,ISL,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4644567,119.5687458,123.9851614,104.9847921,101.9358405,111.1851088,111.4568286,103.88765,108.0327728,109.5545273,107.744828,90.63857383,99.39310857,120.7353518,132.916842,152.1722421,144.8490995,167.5753431,130.2214186,98.60689236,108.7342446,116.556529,109.5016135,112.1489625,118.6529163,107.6230413,115.9077524,129.4250551,130.1662498,113.0996665,105.7831704,112.2839884,99.71879784,99.93284802,102.7545226,117.8497606
Israel,ISR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.65132427,87.0182967,88.35988776,83.31659659,86.28424828,92.17079002,93.32149011,91.87925436,88.05849846,84.65929898,84.24430383,81.24464417,73.08615813,79.52082739,78.87284694,82.8249883,85.37836079,90.86392736,107.7816332,101.5012588,106.7325403,110.2465188,102.5787912,106.3368314,110.1305086,100.9542901,98.6445837,104.2248953,105.4060084,107.0791056,108.839607,113.233419,102.4814931,94.25876186,94.65528017,101.0380202
Italy,ITA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7422431,112.3068519,115.3571092,91.68438538,90.70425072,92.27540711,100.0958715,91.42405639,89.19203747,85.94922191,74.35875326,73.11579124,77.86695616,94.28493347,105.974631,106.3870111,103.3385455,110.9027832,115.2622236,107.5297745,102.5240333,105.6058355,96.06763184,97.92201022,98.26176341,81.95905152,77.54343343,77.93613952,80.44886502,72.46336112,72.22014621,73.96337493,62.26571292,65.0868569,64.90245533,68.96004591
Jamaica,JAM,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21491334,33.56339665,27.71240659,38.06921773,36.84912129,42.53923404,47.01276008,53.11047268,55.1135238,54.39224236,53.42424973,52.64025252,53.71745687,49.3046042,51.12692107,54.29661085,54.31274776,55.93283408,59.25713239,54.43327274,59.52832891,62.64149217,63.78260522,59.37507879,56.97033981,56.34469252,53.29989376,53.55603125,55.58493237,55.60795431,54.26929497,53.93389637,55.75078548,59.57033809,60.06522747,60.21193471
Jordan,JOR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.39938203,27.23958669,28.47118081,28.09898399,29.15321763,29.00547604,28.73076886,28.59551295,29.97561704,29.44704093,28.67561005,28.26185681,28.08600155,28.1336354,28.24486463,27.93568003,29.98595873,30.66902222,37.16282717,37.61767259,39.82407073,40.97678712,42.81448538,43.91764767,45.83190936,45.08442882,45.57352643,43.87900863,45.84447599,44.22613433,41.98722017,45.55950702,43.69465611,42.84707699,42.5794458,42.33639949
Japan,JPN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5783248,138.6371947,146.5876308,163.955322,174.9737016,185.251919,156.6033567,139.1085495,127.1100078,142.252912,143.5407111,123.1310174,114.6634487,120.3980454,124.2202629,117.5413453,107.0163887,102.1810341,113.0479675,123.1508206,127.2587333,134.6426432,130.6847686,103.7983398,97.26961064,85.48082932,96.99116574,93.70198527,94.32678594,94.69940867,94.35021507,90.39396857,72.18513257,66.78838514,62.40662844,64.86796391
Kazakhstan,KAZ,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93867759,20.05372231,20.69948076,20.92113669,21.27579731,21.76402027,21.95640377,22.36407837,22.51265317,16.47424036,15.90743136,16.59965971,16.55595077,18.59036707,23.11665277,27.04762107,33.61092792,38.89603862,47.01542463,39.89882074,47.16858351,55.98801606,56.24876678,56.74153188,51.87265589,45.34761183,32.46987171,37.3047249,37.7448069,32.96398197,30.23953689,30.30305959,31.36118495,33.41233129,34.56537976,33.16996511
Kenya,KEN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.93886051,33.49452147,33.24556701,22.67433572,26.88213923,31.91568723,30.79502416,32.80599512,33.75056156,29.76466671,28.50412846,27.45446641,27.22217638,29.39994726,29.41602081,31.35258662,34.35310013,38.735766,42.58631775,42.25601278,41.42554745,39.85566388,45.13112748,44.13087575,44.13812455,40.48362055,39.67995227,39.91823563,41.62818418,41.82312932,40.22191267,38.61047381,35.86294873,30.72623432,32.08368212,33.67848543
Kyrgyz Republic,KGZ,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.81524184,23.91459567,24.71481263,24.98877908,25.41370558,25.99640245,26.22851537,22.69159902,20.45804983,14.76833737,15.01836324,15.52800805,16.10052429,17.63073002,18.4871659,19.97607727,21.65189019,26.05772261,31.87829324,28.09868505,28.5131371,34.08426175,32.56413175,31.73393626,29.90700864,26.62055524,23.9646502,24.65603772,26.86345648,26.80879078,23.74245348,23.53355334,26.45370912,29.27426648,30.63841651,33.41790893
Cambodia,KHM,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63897261,17.96598793,19.90043163,18.99091318,31.42302587,34.52295939,32.62351357,30.27857864,25.92005933,25.56096319,23.60761032,24.12661593,24.27423346,24.2002263,25.09936249,25.79782453,26.65713273,28.51325839,31.28743084,30.68461268,31.86459218,33.78675253,33.28613152,33.55634563,34.76535769,34.89951216,35.28120699,36.16496888,36.25922578,36.16963084,35.031642,34.81474377,33.6097815,32.67171931,32.92460076,33.62438609
Kiribati,KIR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.96138682,47.41137229,55.7482517,52.26430568,57.03743089,55.61924585,64.89310132,62.08247145,54.89693589,58.15481948,51.61173775,45.17453743,50.47169336,64.65869331,68.61175272,71.86674796,65.00820415,75.47673186,81.28365458,76.61529744,88.26498842,99.19113795,97.21716802,86.47137397,83.32994961,70.9707729,70.75868938,72.40238516,71.76014682,63.37447779,64.5191259,73.52469771,62.06012928,62.4010321,68.42694746,64.99665057
St. Kitts and Nevis,KNA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.05240757,55.08297792,56.70859036,56.49837841,58.78680815,58.03068392,57.35541275,59.21364627,60.19522248,61.00537648,60.73246254,61.73285968,62.90122509,62.71313776,63.35207537,60.42867248,66.92650249,69.28215427,68.89389884,70.57343972,70.16433076,72.63681182,74.73840569,75.45403282,75.57071307,75.63510627,75.80280499,75.95006625,74.36745255,72.64153604,69.01483624,68.26562793,65.93763323,66.38780792,68.66065544,68.58320581
"Korea, Rep.",KOR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.52064261,80.96356654,80.12479139,80.88505113,85.52182338,93.39554332,91.43592015,78.94611481,55.37647637,63.49952604,66.07246355,58.61147258,61.52817431,66.36876004,69.43591481,77.03420274,80.82866775,82.88931182,71.29624235,64.85793967,72.67815904,77.1124386,75.86813852,79.36943485,82.81202329,75.81957571,73.98636566,77.15509759,77.70404603,72.72856862,70.26884597,72.54395146,62.73251817,62.11774038,59.35763968,57.38933072
Kuwait,KWT,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55413233,34.83095565,33.600192,29.53218041,27.67556093,28.28414682,31.98073031,29.56706659,24.11045187,28.10604326,32.87121749,29.67276826,31.00279492,32.53029336,35.67717551,42.51318835,48.21389746,49.99120806,61.5306789,47.31877057,52.15498917,62.21103998,63.53440929,64.63924347,64.92682091,66.01278852,65.27059278,62.38013648,62.42457736,62.53648435,60.86595881,67.16153909,72.64884688,64.22343182,61.85260818,57.22261829
Latin America & Caribbean (excluding high income),LAC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83517892,21.85018641,22.20112497,24.10652252,25.36980124,26.52422133,25.88093357,22.19691805,15.47089417,16.15139294,17.76868113,16.78750187,15.51473815,16.50731245,17.6768733,18.49845828,20.86622481,23.07914816,27.08245837,26.82967157,29.84720818,33.21020945,32.70408497,34.71193207,34.16465667,34.85031113,34.15716981,34.05856105,33.99430473,33.43984961,32.65071499,31.26132298,23.34731798,22.22658805,21.69533796,22.39009668
Lebanon,LBN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.40259543,28.2383165,29.54095786,35.40644249,38.75930061,43.53860275,44.88307126,50.23671921,52.47089154,52.44599446,50.22495556,48.36981072,49.97359304,49.78096873,47.87883831,45.93014702,44.94853175,45.13393987,47.61657454,52.19181165,51.86350669,52.32184454,52.14818706,50.02802473,46.94984333,45.25493389,42.70728655,41.06221489,41.72996508,41.02113937,34.20229103,34.87458794,29.73224636,27.63345534,37.53547305,
Liberia,LBR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9786316,22.43844386,21.70524225,22.70299382,23.41633742,24.42870659,25.300677,22.38240329,20.65806686,20.55675847,30.91845087,30.45531247,29.57161148,33.49726802,38.11927006,37.14150352,39.32171831,42.88538767,49.36474283,47.726252,50.22382385,54.58387079,55.17671367,52.25566963,49.81164806,51.66913878,47.94980141,41.99953597,38.46155164,34.64893681,37.16661814,43.39671471,44.02619976,44.49826869,45.44323268,46.20318812
Libya,LBY,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.86425825,35.05085907,37.31208617,34.2667876,30.71346778,27.46547501,28.83085747,29.65859609,26.99236715,34.8753616,34.99105446,31.04915756,18.53527307,20.62461418,24.2458576,30.03114905,34.72824706,36.03403162,45.13180816,32.90386789,38.37028383,48.37440465,55.82587617,56.5065977,50.98036044,41.65995813,44.37117584,55.28582039,59.30609984,61.5235786,60.7070753,39.04460751,48.81294349,43.48608098,45.85937758,39.03315835
St. Lucia,LCA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.32111845,60.52640343,60.21058878,59.40717059,59.66514245,61.39990317,60.05299095,60.73145253,61.51601396,62.07250793,63.1278784,61.17460098,60.48650614,62.41437788,61.21035574,63.44277571,64.73015625,65.28579066,65.67398485,65.47925141,68.20123248,67.76641475,68.88348173,68.35994264,69.74077458,72.00463933,69.49968971,70.25684692,66.784245,63.03642856,56.40413585,54.75651335,53.10758149,51.8651523,51.54809607,51.42602623
Latin America & Caribbean,LCN,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8539186,25.75286834,26.00074771,25.31583868,26.60278136,27.46363948,27.71351837,27.80371593,27.42465935,25.84670461,25.18500572,21.96285118,21.84120859,23.08462724,23.32991417,25.14892485,26.24424982,27.38152846,31.91043967,31.64829992,34.10845033,35.53458525,32.468747,33.23162177,33.88942983,33.18605478,31.72514201,32.31987977,30.74167041,28.92341429,29.73209035,27.91928368,23.55395015,26.29119118,28.94932683,29.31186809
Lower middle income,LMC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.13338522,46.06270172,49.68213121,47.14300775,45.7770678,49.51961313,43.48780738,43.48484635,39.39928726,38.01218182,34.78443291,30.56858181,28.07741422,39.30137251,49.12294874,51.24605893,51.03368385,44.56512828,43.52220786,43.15984298,51.99812491,56.2094846,53.15003372,45.34744081,42.34695258,36.9465885,33.73319519,40.83394293,44.47293789,42.13058185,35.89478248,41.91267636,37.3115919,31.99877753,33.31521665,34.19983236
Late-demographic dividend,LTE,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.24227065,36.12602503,39.68519637,40.53690117,39.49676306,38.94743202,37.5827363,40.29069221,47.23440496,53.42771982,56.31745242,59.33442088,68.42542419,77.05063662,69.50820128,63.19345606,66.15674211,61.38788744,62.82284163,62.59304245,52.95194651,52.03761845,53.66595616,52.74379032,48.34058855,49.50871878,52.03536959,49.24961054,53.07915254,53.14921054,57.98723166
Luxembourg,LUX,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7417914,107.7034849,116.0146801,111.6110075,116.9957801,133.0870279,126.9927036,109.7768381,107.1725939,102.06195,88.25367281,86.2909494,90.4910273,109.1326579,118.3335469,117.7361002,115.1248517,126.254193,132.3746106,125.8876217,122.7483713,125.9857307,116.503352,118.9002987,117.4578026,97.77704395,94.29641204,95.83198388,100.2472131,92.85246232,95.73453751,98.67909919,84.20935106,87.30930599,88.27667803,94.06555926
Latvia,LVA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8615231,41.4913221,40.99927414,41.80376504,42.22375691,41.76604867,39.7901276,41.8402683,48.2141188,53.97697411,56.78979465,64.96287936,82.30556695,89.87706476,77.16930776,68.33288517,72.97632114,68.64954293,70.74732843,70.45584345,59.09343321,57.50848709,58.73506154,57.85862239,53.71261088,53.64529621,54.89239708,49.87143576,53.08142321,53.74322094,57.03047493
"Macao SAR, China",MAC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.69467909,37.54836039,42.29147794,45.27920648,47.36946878,50.14666991,50.37036417,50.2823854,48.73094805,47.40345492,45.3525281,43.65811866,42.41766923,41.67969059,41.36621931,42.39961551,44.36937919,46.78075613,50.61827487,50.99177468,52.68310755,55.37131128,57.13853112,58.12645648,60.85618479,64.33374054,64.0126723,64.22770551,64.56788179,64.97099246,64.62028682,61.17237944,57.34647353,57.73390355,56.63230263,55.39033057
St. Martin (French part),MAF,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.22880469,47.51219754,49.54394263,45.78477528,45.59206854,51.75028844,50.01125978,45.29857624,44.60794967,43.03646598,38.14306269,35.28440384,35.97534636,40.95860118,43.45648187,42.52318817,42.17760946,45.48721337,49.45112728,47.0627218,44.79682164,45.39348284,43.29974079,44.81170812,47.46822327,40.341205,39.99471512,40.62202763,44.8872431,43.59927613,42.4152406,43.90374081,37.20381147,38.51157078,39.81874293,42.04995398
Monaco,MCO,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.76371076,20.59403009,21.28412776,21.52082912,21.88591715,22.38814943,22.58722897,24.87237975,23.16293963,16.29020184,17.168181,18.18599684,18.64427551,20.44457992,24.31455332,25.22315522,26.628657,32.50414608,40.69725162,38.65618606,38.10018427,42.55745148,41.49326098,39.88195489,38.06471254,29.89416669,27.57245718,30.68994339,35.02175039,32.84321811,32.3474247,33.63462675,34.93650436,38.30632296,40.61215294,43.117729
Madagascar,MDG,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.97164182,23.90761964,26.36903436,27.59424904,23.42958549,24.59362004,30.37957205,24.8946363,24.46246661,22.38918693,22.68051279,24.58741581,27.20053329,28.9308982,21.27322699,22.77897048,22.8851884,28.0939399,32.49650193,30.15990341,30.74094034,34.31221501,33.71858696,34.97354399,33.73842441,29.75521722,29.07236692,31.79734968,32.3586317,31.00040577,30.24656912,30.64913874,29.36721474,28.39977816,29.14116783,30.69245186
Maldives,MDV,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1352222,22.90393364,24.470266,25.62961067,25.7158283,24.98375524,25.67699591,26.27673045,25.68899597,26.02797143,25.96872486,36.8442628,34.87174014,34.35594384,36.79187935,38.94038435,41.37191353,44.59656511,48.81523749,54.64685971,55.79603094,53.83934642,53.09160425,53.70755743,53.2079352,53.9572205,52.99983609,53.16515392,52.16247276,50.87387852,55.07401331,53.41072541,51.51933285,50.7429316,51.02570238,51.18114086
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.98337765,53.30436684,58.15396824,66.90276757,65.52323964,46.83762175,49.22610169,54.67794243,54.22939168,58.92714927,64.28218197,67.7471452,67.87205371,61.61207984,62.01268354,65.39670241,65.4218798,67.42027409,67.11340459,55.45151044,61.1522484,61.76295798,59.67373904,61.73163121,60.52547123,52.54577677,45.25298303,47.09557495,48.20306665,49.46297513,45.68158369,49.62832733,49.29998236,54.90975502,54.17448199,53.69173076
Marshall Islands,MHL,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6403169,84.98540141,85.59618698,86.15088328,86.56376916,87.16608912,87.99229051,91.64855075,93.05976363,94.06645883,90.95658423,88.67055987,90.82636268,89.91076618,89.10301247,88.13104784,88.5602447,87.39608958,90.35898594,89.34815492,89.11883175,93.85951644,97.89942602,95.65418695,95.01177402,91.25325363,96.87494958,97.31998129,92.85034817,87.54814257,92.24549401,93.2999595,86.87236319,90.35556453,92.13792463,94.69826958
Middle income,MIC,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.58414755,46.13385414,23.81960805,27.68079886,36.60801849,47.94890684,45.89255516,37.48943675,34.428516,33.45975111,30.25544801,30.12749739,31.10353108,37.00511779,38.9875112,39.14786979,38.70674296,43.61733732,46.01101312,41.62093561,40.30421145,43.61118181,39.68149336,41.17948476,40.90665183,35.00481952,34.01757744,34.70243621,36.36940072,33.22471305,33.3611134,34.41445424,31.41467145,34.2127836,34.41999317,37.42583683
Mali,MLI,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.02143038,34.99806508,37.09186248,34.27061679,23.23085934,28.69247904,29.39418455,25.3186114,26.77201053,26.48743161,22.45845709,22.2121255,23.91936163,25.76890738,28.61155492,30.98984666,32.04857401,36.21609038,40.51739139,40.49381703,39.62618104,45.85481045,43.84126555,43.79779206,43.38528922,35.96705971,34.46033947,35.44937743,37.11723765,34.4679279,34.99807657,36.73782955,32.4131546,32.7975479,32.91366161,34.06672336
Malta,MLT,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.90096339,75.58125303,77.56012109,65.01026252,66.68025418,70.45643178,68.62997555,63.97036512,64.17230774,62.78178262,56.81430961,56.18483316,57.60373539,65.31586344,70.53798827,71.22453794,71.72384156,77.74060585,84.06108683,79.38764075,75.91548406,79.91922018,74.4831382,76.69589633,77.89799034,66.53770223,64.53411825,66.24740414,69.28874357,63.08684701,63.68264582,67.01043434,58.8206247,61.00126758,62.83444307,66.34354654
Myanmar,MMR,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04310682,11.47398722,11.91894937,14.40130505,18.3835768,20.09131958,21.45998061,15.39844074,19.67476313,22.97460095,20.72410393,13.24122666,12.17770284,16.19993275,14.02442863,13.58190932,14.09725002,17.05571741,23.96009853,24.95042371,30.18205706,33.90588784,31.2774536,28.93828791,29.5449198,26.16761679,27.56331788,27.0443148,23.26014483,23.37161929,25.95748671,23.99795345,20.20666714,20.69724689,22.62754553,24.76697379
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7185601,22.78537319,24.06374155,27.10020401,28.20034442,29.70719245,38.00865269,43.18548711,44.21636145,42.36040955,48.01898179,53.54312002,51.83833475,49.06318191,50.63976131,47.50759866,48.34426454,48.06327495,39.90250148,38.64642549,39.64673029,41.13890013,36.90831486,36.6330394,39.32407164,35.78710095,38.47160864,38.95796299,41.8287173
Mongolia,MNG,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06957476,34.51512403,20.59669806,12.11738627,13.99582365,20.21306533,17.99250968,14.9394895,13.61208236,12.24600945,12.72904177,13.48606325,13.96511282,14.61956472,16.07006094,18.40313939,22.24942261,24.37368276,29.15648936,23.92517551,34.85593898,42.15885441,42.64192917,41.56275683,37.85461005,36.70692436,34.43790629,32.85827997,33.34807181,31.95555187,29.22076528,30.54042152,30.44939385,32.4013936,35.20990845,34.17784238
Northern Mariana Islands,MNP,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.85220262,91.67372336,70.40846805,63.86665528,60.275128,59.83348799,69.87141407,74.28636424,75.81101726,75.69408034,69.31120422,57.22427912,54.11457194,54.75735107,59.41330923,60.54432146,57.30144219,58.91904654,64.63519401,57.56232447,49.60662137,58.11811548,63.73267572,61.63897774,59.79805952,46.32896269,32.01271596,36.71320896,39.03985763,37.37713464,32.75908139,34.99145205,36.55868311,37.03058557,38.45780983,36.92203585
Mauritania,MRT,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.23182552,48.70157479,47.41093583,37.33785878,39.70236543,38.08349578,36.02425173,35.86614919,33.84860091,31.45835781,28.68844521,27.75106073,27.43249827,29.03871974,31.09894962,34.5167329,37.77572392,41.60191782,49.05635576,44.10662338,50.69932483,56.50464903,51.62015442,47.93862225,44.47367348,39.19040287,33.4850544,30.22443566,31.74257466,31.4978791,31.28036628,33.36678114,30.24895285,30.52300851,28.51894658,28.63011851
Mauritius,MUS,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.81913473,50.67710763,52.5003291,49.39625168,50.63782569,54.00386074,54.97025919,48.41799899,44.94824112,44.99613137,43.65595159,40.87153481,41.56099424,46.22725019,48.80313114,45.85629594,46.04320407,49.15388337,55.94795691,49.21019066,50.9965508,55.226736,54.58778496,53.57759586,54.3696328,47.51243303,45.98761113,47.98112394,50.47398548,47.45992568,42.25334366,39.88540477,38.25669378,38.32939418,37.83018775,38.58802727
Malawi,MWI,Price level index (GDP),PA.NUS.GDP.PLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.67346192,58.37281278,50.29658316,51.53914346,32.086206,31.83622289,47.55217755,52.58439555,32.8988424,31.93762886,30.18446633,30.58410573,45.98067467,39.1556011,39.18216599,38.69149575,39.2037661,38.61483985,42.24704116,45.09830507,46.86622059,50.3268284,38.14519088,31.89419563,35.17071332,38.45850757,31.95173877,35.91928421,39.09698891,40.06104147,39.80993979,36.58742254,33.98546601,34.56462817,28.07939888,35.3556465
